Species,Month,Year,Date,Jday,Tag,FL,STL,PCL,Wgt,Sex,Umb.Scar,Clasp.length,Clasp.calc,Gonad.stage,Run.sperm,MOD,Yolky.ova,Uter.stage,Maturity.Stage,Maternity.Stage,Emb,EmbTL,Embryo,Male.Emb,Female.Emb,Vertebrae,PCL.Vert,AgeAgree,Source
SSS,10,2007,NA,NA,234607,73.5,945,666,4,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,234608,73.5,943,658,4.45,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,150600,67,864,609,NA,m,NA,30,n,NA,n,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,22/09/2007,265,150602,78.8,1010,718,NA,m,NA,73,y,NA,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234590,74.6,962,670,5.05,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,150603,70.4,905,635,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,150604,81.5,1035,741,NA,m,NA,75,y,NA,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,150605,67.2,874,608,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,150607,73.4,923,642,NA,m,NA,69,p,NA,n,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,150628,63,799,565,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,10,2007,NA,NA,150636,NA,773,535,NA,m,NA,14,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,10,2007,26/09/2007,269,150584,56,740,506,NA,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,0.833,
SSS,10,2007,NA,NA,234589,73.4,937,661,4.1,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,22/09/2007,265,150612,77.1,990,697,NA,m,NA,74,y,NA,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234591,71.9,929,650,NA,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,234592,74.9,965,677,5.2,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234594,79.3,1007,714,5.6,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234595,67.1,881,608,3.45,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,234596,67.4,875,606,3.35,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,234597,74.5,965,671,4.72,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234599,70.5,906,636,3.65,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,220521,60,784,545,1.8,m,n,16,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.833,
SSS,11,2007,NA,NA,130659,71,900,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,10,2007,NA,NA,234609,73.7,947,664,4.5,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,234635,82.9,1065,754,NA,m,n,83,y,NA,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.833,
SSS,10,2007,NA,NA,234640,58.5,739,524,NA,m,n,12,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,10,2007,NA,NA,234675,73.4,946,661,NA,m,n,72,y,NA,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234684,50.1,654,451,NA,m,NA,21,n,NA,n,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.833,
SSS,10,2007,NA,NA,316005,NA,738,508,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.833,
SSS,10,2007,NA,NA,317005,76.6,970,694,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234625,53,693,475,NA,m,n,18,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.833,
SSS,10,2007,NA,NA,317007,71.9,918,650,NA,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234623,59,747,529,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,11,2007,NA,NA,130660,46,630,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.917,
SSS,11,2007,NA,NA,150549,80,1009,735,NA,m,n,70,y,3,p,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.917,
SSS,10,2007,15/09/2007,258,210983,NA,NA,NA,NA,f,n,NA,NA,NA,NA,NA,0,5,NA,NA,2,347.5,FALSE,2,0,TRUE,NA,5.833,
SSS,11,2007,NA,NA,150550,76.8,985,698,NA,m,n,71,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.917,
SSS,11,2007,NA,NA,150551,66.9,862,607,NA,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,1.917,
SSS,11,2007,NA,NA,150552,75.6,960,693,NA,m,n,72,y,3,p,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.917,
SSS,11,2007,NA,NA,150554,73.4,938,663,NA,m,n,68,p,2,n,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.917,
SSS,10,2007,NA,NA,317006,68.6,890,625,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,5,2008,NA,NA,215970,83,1048,755,NA,m,n,70,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.417,
SSS,10,2007,NA,NA,234610,77.2,990,694,5.2,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,22/09/2007,265,150613,93,1169,845,NA,f,NA,NA,NA,NA,NA,NA,NA,5,1,1,4,335,FALSE,3,1,TRUE,NA,7.833,
SSS,10,2007,21/09/2007,264,234658,NA,984,700,NA,m,n,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.833,
SSS,12,2007,30/11/2007,334,142691,53.3,691,475,1.8,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,1,
SSS,10,2007,NA,NA,234611,73,950,661,4.2,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234612,69.1,910,626,3.75,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,234613,66.5,864,596,3.15,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,234630,82.8,1060,752,NA,m,n,78,y,NA,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.833,
SSS,10,2007,NA,NA,234614,79.5,1025,723,5.45,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,22/09/2007,265,150609,73.6,942,665,NA,m,NA,68,y,NA,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234615,76.9,995,699,5.35,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.833,
SSS,10,2007,NA,NA,234616,71.7,918,645,4.35,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234617,72,932,650,3.95,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,10,2007,NA,NA,234618,75.7,975,683,4.8,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234619,74.8,961,675,4.4,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234620,72.8,946,661,4.3,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,10,2007,NA,NA,234621,78.3,1003,706,4.85,m,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.833,
SSS,9,2008,13/08/2008,226,R0060,88,1110,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,7,2007,NA,NA,242132,85,1071,770,NA,m,n,85,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.583,
SSS,5,2008,10/04/2008,101,216030,77.5,1001,710,5.2,m,n,82,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,5,2008,10/04/2008,101,216031,82.6,1006,755,5.6,m,n,83,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.417,
SSS,7,2008,NA,NA,150502,91.4,1144,830,8.5,f,n,NA,NA,NA,NA,NA,NA,5,1,1,3,230,FALSE,0,3,TRUE,NA,4.583,
SSS,5,2008,10/04/2008,101,216032,81.5,1060,745,5,m,n,85,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.417,
SSS,5,2008,10/04/2008,101,216032,81.5,1060,745,5,m,n,85,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.417,
SSS,7,2008,NA,NA,150501,87.3,1103,790,6.5,f,n,NA,NA,NA,NA,NA,NA,3,1,0,NA,NA,FALSE,NA,NA,TRUE,NA,4.583,
SSS,5,2008,11/04/2008,102,216055,83,1007,NA,6,m,n,85,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.417,
SSS,7,2008,NA,NA,150500,85,1084,778,6.5,f,n,NA,NA,NA,NA,NA,NA,3,1,0,NA,NA,FALSE,NA,NA,TRUE,NA,3.583,
SSS,7,2007,NA,NA,242152,78.5,997,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.583,
SSS,5,2008,11/04/2008,102,216057,81.5,1005,NA,5,m,n,90,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.417,
SSS,5,2008,11/04/2008,102,216073,80,1006,NA,5,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.417,
SSS,5,2008,NA,NA,216074,48.5,644,NA,NA,m,n,6,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.417,
SSS,5,2008,11/04/2008,102,216082,73.5,950,NA,3.6,m,n,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,6,2008,NA,NA,J0069,82,1090,NA,NA,m,n,72,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2007,NA,NA,234601,71.4,918,645,3.85,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.833,
SSS,6,2008,NA,NA,J0056,99,1200,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,6,2008,NA,NA,J0052,95,1230,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,6,2008,NA,NA,J0082A,79,980,NA,NA,m,NA,90,p,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2008,9/04/2008,100,215980,85,1071,780,NA,m,n,80,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,5.417,
SSS,6,2008,NA,NA,J0047,74,950,NA,NA,m,n,54,p,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2008,NA,NA,J0029,76,1050,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,7,2007,NA,NA,242143,71.5,910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.583,
SSS,6,2008,NA,NA,358298,62.5,810,NA,2.557,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,1.5,
SSS,5,2008,NA,NA,R0011,85,1050,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,6,2008,NA,NA,R0031,56,772,NA,NA,m,n,14,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2008,NA,NA,J0044,103,1260,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,6,2008,NA,NA,R0040,68,890,NA,NA,m,n,19,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2008,9/04/2008,100,215985,72,925,NA,NA,f,n,NA,NA,NA,NA,NA,NA,2,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,6,2008,NA,NA,J0045,76,940,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2008,NA,NA,J0083,91,1150,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2008,9/04/2008,100,215986,74,955,NA,NA,f,n,NA,NA,NA,NA,NA,NA,3,1,0,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,7,2008,NA,NA,R0042,56.2,741,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2007,1/06/2007,152,126015,44.5,580,400,0.85,m,n,14,n,1,n,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.667,
SSS,5,2008,9/04/2008,100,215981,85,1071,785,NA,f,n,NA,NA,NA,NA,20,3,4,1,1,NA,NA,FALSE,NA,NA,TRUE,NA,4.417,
SSS,5,2008,9/04/2008,100,215979,87.5,1099,795,NA,m,n,70,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.417,
SSS,7,2008,NA,NA,150521,82.5,1055,749,6,m,n,83,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.583,
SSS,5,2008,9/04/2008,100,215982,65,846,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.417,
SSS,8,2008,NA,NA,J0089,87,1130,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2008,NA,NA,J0090,94,1173,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2008,NA,NA,J0091,99,1240,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2007,NA,NA,105611,77.6,979,702,NA,m,NA,77,y,NA,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,10,2007,NA,NA,150577,53.8,705,484,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.833,
SSS,10,2007,NA,NA,150599,80.1,1010,725,NA,f,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,309,FALSE,1,1,TRUE,NA,2.833,
SSS,8,2008,NA,NA,358265,81.8,1050,740,6.55,f,n,NA,NA,NA,NA,NA,NA,5,1,1,2,188,FALSE,1,1,TRUE,NA,3.667,
SSS,7,2008,NA,NA,150510,81.6,1010,735,6.6,m,n,73,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.583,
SSS,6,2008,NA,NA,R0030,52,682,NA,NA,m,n,15,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,0.5,
SSS,5,2008,9/04/2008,100,215974,74,950,665,NA,m,n,80,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,5,2008,9/04/2008,100,215984,74.8,950,NA,NA,m,n,75,p,3,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,7,2008,NA,NA,243543,NA,700,479,1.75,m,n,14,n,1,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.583,
SSS,7,2008,NA,NA,150509,73.3,939,670,4.7,m,n,81,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.583,
SSS,7,2008,NA,NA,150512,83.5,1075,760,6.4,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.583,
SSS,7,2008,NA,NA,150517,72.3,932,650,4.3,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.583,
SSS,5,2008,9/04/2008,100,215975,76,975,680,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,5,2008,9/04/2008,100,215983,81,1025,735,NA,m,n,79,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.417,
SSS,7,2008,NA,NA,150518,70.5,923,642,4.05,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.583,
SSS,7,2008,NA,NA,150520,79.5,1020,721,5.05,m,n,75,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.583,
SSS,7,2008,NA,NA,150504,80,1000,732,5.9,m,n,73,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,7.583,
SSS,12,2009,4/11/2009,308,R0962,79,990,NA,NA,m,NA,83,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,35537,NA,1009,NA,4.9,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,5,2009,5/04/2009,95,U313,76.7,976,NA,NA,m,NA,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0945,85.5,1088,775,6.95,f,n,NA,NA,NA,NA,8,0,5,1,1,1,373,FALSE,0,1,TRUE,NA,4.917,
SSS,5,2009,2/04/2009,92,355535,NA,1044,NA,5.65,f,n,NA,NA,NA,NA,12,1,5,1,1,2,61.5,FALSE,NA,NA,TRUE,NA,3.417,
SSS,5,2009,5/04/2009,95,U298,78.7,999,NA,NA,m,NA,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U296,79.3,1006,NA,NA,m,NA,77,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U301,86.1,1083,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U297,80.1,1015,NA,NA,m,NA,79,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U307,86,1082,NA,NA,m,NA,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U306,85,1071,NA,NA,m,NA,79,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U305,83.6,1055,NA,NA,m,NA,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U304,81.8,1034,NA,NA,m,NA,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U303,84.4,1064,NA,NA,m,NA,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U302,83.4,1053,NA,NA,m,NA,73,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,U300,72.8,932,NA,NA,m,NA,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,9,2010,6/08/2010,218,999066,NA,1018,NA,NA,m,n,76,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,4/04/2009,94,U266,79.5,1008,NA,5.8,m,NA,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
